date,state,district,pincode,age_0_5,age_5_17,age_18_greater
06-11-2025,Tamil Nadu,Chennai,600021,4,2,0
06-11-2025,Tamil Nadu,Chennai,600026,1,0,0
06-11-2025,Tamil Nadu,Chennai,600034,0,1,0
06-11-2025,Tamil Nadu,Chennai,600085,1,0,0
06-11-2025,Tamil Nadu,Chennai,600093,2,1,0
06-11-2025,Tamil Nadu,Chennai,600107,1,0,0
08-11-2025,Tamil Nadu,Chennai,600008,1,0,0
08-11-2025,Tamil Nadu,Chennai,600013,3,0,0
08-11-2025,Tamil Nadu,Chennai,600014,3,1,0
08-11-2025,Tamil Nadu,Chennai,600021,3,0,0
08-11-2025,Tamil Nadu,Chennai,600023,0,2,0
08-11-2025,Tamil Nadu,Chennai,600024,2,0,0
08-11-2025,Tamil Nadu,Chennai,600032,2,0,0
08-11-2025,Tamil Nadu,Chennai,600040,2,1,0
08-11-2025,Tamil Nadu,Chennai,600118,2,2,0
08-11-2025,Tamil Nadu,Chennai,600119,0,1,0
09-11-2025,Tamil Nadu,Chennai,600012,6,2,0
09-11-2025,Tamil Nadu,Chennai,600019,1,0,0
09-11-2025,Tamil Nadu,Chennai,600115,0,1,0
09-11-2025,Tamil Nadu,Chennai,600117,1,0,0
09-11-2025,Tamil Nadu,Chennai,600125,1,1,0
10-11-2025,Tamil Nadu,Chennai,600004,2,0,0
10-11-2025,Tamil Nadu,Chennai,600013,2,0,0
10-11-2025,Tamil Nadu,Chennai,600039,6,1,0
10-11-2025,Tamil Nadu,Chennai,600041,1,0,0
10-11-2025,Tamil Nadu,Chennai,600085,2,0,0
10-11-2025,Tamil Nadu,Chennai,600093,1,0,0
10-11-2025,Tamil Nadu,Chennai,600099,1,0,0
10-11-2025,Tamil Nadu,Chennai,600115,1,0,0
10-11-2025,Tamil Nadu,Chennai,600119,1,0,0
13-11-2025,Tamil Nadu,Chennai,600003,0,1,0
13-11-2025,Tamil Nadu,Chennai,600005,2,0,0
13-11-2025,Tamil Nadu,Chennai,600018,2,0,0
13-11-2025,Tamil Nadu,Chennai,600049,3,0,0
13-11-2025,Tamil Nadu,Chennai,600078,2,0,0
13-11-2025,Tamil Nadu,Chennai,600092,1,0,0
13-11-2025,Tamil Nadu,Chennai,600095,2,0,0
13-11-2025,Tamil Nadu,Chennai,600112,1,0,0
13-11-2025,Tamil Nadu,Chennai,600125,1,0,0
13-11-2025,Tamil Nadu,Chennai,600129,1,0,0
14-11-2025,Tamil Nadu,Chennai,600002,0,0,1
14-11-2025,Tamil Nadu,Chennai,600007,4,0,0
14-11-2025,Tamil Nadu,Chennai,600012,6,3,0
14-11-2025,Tamil Nadu,Chennai,600029,2,0,0
14-11-2025,Tamil Nadu,Chennai,600041,1,1,1
14-11-2025,Tamil Nadu,Chennai,600042,1,0,0
14-11-2025,Tamil Nadu,Chennai,600083,1,1,0
14-11-2025,Tamil Nadu,Chennai,600085,0,1,1
18-11-2025,Tamil Nadu,Chennai,600015,1,0,0
18-11-2025,Tamil Nadu,Chennai,600030,1,0,0
18-11-2025,Tamil Nadu,Chennai,600039,5,1,0
18-11-2025,Tamil Nadu,Chennai,600094,5,0,0
18-11-2025,Tamil Nadu,Chennai,600095,1,0,0
18-11-2025,Tamil Nadu,Chennai,600107,1,1,0
18-11-2025,Tamil Nadu,Chennai,600116,1,0,0
17-11-2025,Tamil Nadu,Chennai,600002,3,1,0
17-11-2025,Tamil Nadu,Chennai,600011,1,0,0
17-11-2025,Tamil Nadu,Chennai,600013,1,0,0
17-11-2025,Tamil Nadu,Chennai,600014,1,0,0
17-11-2025,Tamil Nadu,Chennai,600015,6,0,0
17-11-2025,Tamil Nadu,Chennai,600023,1,0,0
17-11-2025,Tamil Nadu,Chennai,600024,1,0,0
17-11-2025,Tamil Nadu,Chennai,600033,5,0,0
19-11-2025,Tamil Nadu,Chennai,600014,5,0,1
19-11-2025,Tamil Nadu,Chennai,600020,4,0,0
19-11-2025,Tamil Nadu,Chennai,600029,2,0,0
19-11-2025,Tamil Nadu,Chennai,600030,4,0,0
19-11-2025,Tamil Nadu,Chennai,600033,2,0,2
19-11-2025,Tamil Nadu,Chennai,600038,0,0,1
19-11-2025,Tamil Nadu,Chennai,600078,5,2,1
19-11-2025,Tamil Nadu,Chennai,600087,1,0,0
19-11-2025,Tamil Nadu,Chennai,600088,2,0,1
19-11-2025,Tamil Nadu,Chennai,600092,3,2,1
19-11-2025,Tamil Nadu,Chennai,600096,1,0,0
19-11-2025,Tamil Nadu,Chennai,600097,1,2,0
19-11-2025,Tamil Nadu,Chennai,600117,1,0,0
19-11-2025,Tamil Nadu,Chennai,600119,1,1,0
19-11-2025,Tamil Nadu,Chennai,600129,2,1,0
25-11-2025,Tamil Nadu,Chennai,600004,6,3,0
25-11-2025,Tamil Nadu,Chennai,600013,4,0,0
25-11-2025,Tamil Nadu,Chennai,600028,0,2,0
25-11-2025,Tamil Nadu,Chennai,600031,3,0,0
25-11-2025,Tamil Nadu,Chennai,600035,3,0,0
25-11-2025,Tamil Nadu,Chennai,600085,2,0,0
15-12-2025,Tamil Nadu,Chennai,600008,1,0,1
15-12-2025,Tamil Nadu,Chennai,600020,1,2,0
15-12-2025,Tamil Nadu,Chennai,600021,20,7,0
15-12-2025,Tamil Nadu,Chennai,600032,5,1,1
15-12-2025,Tamil Nadu,Chennai,600033,4,0,0
15-12-2025,Tamil Nadu,Chennai,600049,3,0,0
15-12-2025,Tamil Nadu,Chennai,600083,9,0,0
15-12-2025,Tamil Nadu,Chennai,600089,3,0,1
15-12-2025,Tamil Nadu,Chennai,600092,6,1,0
15-12-2025,Tamil Nadu,Chennai,600094,9,1,0
15-12-2025,Tamil Nadu,Chennai,600097,1,1,0
15-12-2025,Tamil Nadu,Chennai,600103,1,0,0
15-12-2025,Tamil Nadu,Chennai,600126,1,0,0
21-12-2025,Tamil Nadu,Chennai,600005,3,0,0
21-12-2025,Tamil Nadu,Chennai,600006,1,0,0
21-12-2025,Tamil Nadu,Chennai,600031,2,0,0
21-12-2025,Tamil Nadu,Chennai,600039,3,0,0
21-12-2025,Tamil Nadu,Chennai,600040,1,0,0
21-12-2025,Tamil Nadu,Chennai,600083,5,0,0
21-12-2025,Tamil Nadu,Chennai,600088,1,0,0
21-12-2025,Tamil Nadu,Chennai,600090,3,0,0
21-12-2025,Tamil Nadu,Chennai,600093,2,0,0
21-12-2025,Tamil Nadu,Chennai,600094,2,0,0
22-12-2025,Tamil Nadu,Chennai,600006,4,0,0
22-12-2025,Tamil Nadu,Chennai,600007,5,0,0
22-12-2025,Tamil Nadu,Chennai,600017,5,0,0
22-12-2025,Tamil Nadu,Chennai,600026,1,0,0
22-12-2025,Tamil Nadu,Chennai,600028,9,1,0
22-12-2025,Tamil Nadu,Chennai,600035,3,0,0
22-12-2025,Tamil Nadu,Chennai,600041,4,0,0
22-12-2025,Tamil Nadu,Chennai,600049,2,0,0
22-12-2025,Tamil Nadu,Chennai,600060,2,0,0
22-12-2025,Tamil Nadu,Chennai,600082,5,0,0
22-12-2025,Tamil Nadu,Chennai,600083,2,0,0
22-12-2025,Tamil Nadu,Chennai,600084,2,1,0
22-12-2025,Tamil Nadu,Chennai,600091,1,0,0
22-12-2025,Tamil Nadu,Chennai,600092,7,0,0
22-12-2025,Tamil Nadu,Chennai,600094,4,0,0
23-12-2025,Tamil Nadu,Chennai,600001,6,0,0
23-12-2025,Tamil Nadu,Chennai,600005,3,0,0
23-12-2025,Tamil Nadu,Chennai,600010,2,0,0
23-12-2025,Tamil Nadu,Chennai,600020,2,0,0
23-12-2025,Tamil Nadu,Chennai,600039,9,0,0
23-12-2025,Tamil Nadu,Chennai,600083,4,0,0
23-12-2025,Tamil Nadu,Chennai,600091,1,0,0
23-12-2025,Tamil Nadu,Chennai,600107,1,0,0
24-12-2025,Tamil Nadu,Chennai,600002,2,0,0
24-12-2025,Tamil Nadu,Chennai,600010,0,0,1
24-12-2025,Tamil Nadu,Chennai,600015,0,1,0
24-12-2025,Tamil Nadu,Chennai,600018,0,0,1
24-12-2025,Tamil Nadu,Chennai,600024,0,2,0
24-12-2025,Tamil Nadu,Chennai,600031,1,0,0
24-12-2025,Tamil Nadu,Chennai,600033,2,0,0
24-12-2025,Tamil Nadu,Chennai,600039,2,0,0
24-12-2025,Tamil Nadu,Chennai,600041,2,1,1
24-12-2025,Tamil Nadu,Chennai,600083,2,0,0
24-12-2025,Tamil Nadu,Chennai,600091,0,1,0
24-12-2025,Tamil Nadu,Chennai,600107,1,0,0
25-12-2025,Tamil Nadu,Chennai,600030,1,0,0
25-12-2025,Tamil Nadu,Chennai,600041,1,1,0
25-12-2025,Tamil Nadu,Chennai,600049,1,0,0
25-12-2025,Tamil Nadu,Chennai,600119,2,0,0
26-12-2025,Tamil Nadu,Chennai,600003,1,0,0
26-12-2025,Tamil Nadu,Chennai,600021,1,1,0
26-12-2025,Tamil Nadu,Chennai,600091,0,1,0
26-12-2025,Tamil Nadu,Chennai,600092,1,0,0
26-12-2025,Tamil Nadu,Chennai,600097,0,1,0
27-12-2025,Tamil Nadu,Chennai,600001,2,1,0
27-12-2025,Tamil Nadu,Chennai,600002,1,1,0
27-12-2025,Tamil Nadu,Chennai,600004,3,1,0
27-12-2025,Tamil Nadu,Chennai,600007,2,0,0
27-12-2025,Tamil Nadu,Chennai,600026,4,0,0
27-12-2025,Tamil Nadu,Chennai,600081,5,0,0
27-12-2025,Tamil Nadu,Chennai,600082,1,0,0
27-12-2025,Tamil Nadu,Chennai,600091,2,0,0
27-12-2025,Tamil Nadu,Chennai,600102,1,0,0
27-12-2025,Tamil Nadu,Chennai,600106,1,0,0
29-12-2025,Tamil Nadu,Chennai,600030,1,0,0
29-12-2025,Tamil Nadu,Chennai,600032,1,0,0
29-12-2025,Tamil Nadu,Chennai,600049,2,0,0
29-12-2025,Tamil Nadu,Chennai,600078,13,1,0
29-12-2025,Tamil Nadu,Chennai,600084,2,0,0
29-12-2025,Tamil Nadu,Chennai,600092,1,0,0
29-12-2025,Tamil Nadu,Chennai,600125,0,1,0
28-12-2025,Tamil Nadu,Chennai,600015,1,0,0
28-12-2025,Tamil Nadu,Chennai,600095,0,1,0
28-12-2025,Tamil Nadu,Chennai,600096,1,0,0
01-01-2026,Tamil Nadu,Chennai,600001,10,8,0
01-01-2026,Tamil Nadu,Chennai,600004,6,4,0
01-01-2026,Tamil Nadu,Chennai,600023,13,1,0
01-01-2026,Tamil Nadu,Chennai,600031,2,1,0
01-01-2026,Tamil Nadu,Chennai,600080,0,1,0
01-01-2026,Tamil Nadu,Chennai,600088,2,0,0
01-01-2026,Tamil Nadu,Chennai,600093,4,0,0
01-01-2026,Tamil Nadu,Chennai,600099,3,0,0
01-01-2026,Tamil Nadu,Chennai,600115,1,1,0
01-01-2026,Tamil Nadu,Chennai,600119,6,2,0
31-12-2025,Tamil Nadu,Chennai,600001,4,3,0
31-12-2025,Tamil Nadu,Chennai,600004,3,2,0
31-12-2025,Tamil Nadu,Chennai,600005,5,2,1
31-12-2025,Tamil Nadu,Chennai,600013,1,1,0
31-12-2025,Tamil Nadu,Chennai,600028,2,6,0
31-12-2025,Tamil Nadu,Chennai,600042,4,7,0
31-12-2025,Tamil Nadu,Chennai,600081,2,3,0
31-12-2025,Tamil Nadu,Chennai,600085,3,2,0
31-12-2025,Tamil Nadu,Chennai,600094,4,1,0
31-12-2025,Tamil Nadu,Chennai,600097,1,0,0
31-12-2025,Tamil Nadu,Chennai,600113,3,0,0
02-01-2026,Tamil Nadu,Chennai,600004,3,0,0
02-01-2026,Tamil Nadu,Chennai,600006,1,0,0
02-01-2026,Tamil Nadu,Chennai,600014,3,0,0
02-01-2026,Tamil Nadu,Chennai,600015,5,1,0
02-01-2026,Tamil Nadu,Chennai,600021,3,3,0
02-01-2026,Tamil Nadu,Chennai,600032,1,1,0
02-01-2026,Tamil Nadu,Chennai,600039,2,0,1
02-01-2026,Tamil Nadu,Chennai,600083,7,1,0
02-01-2026,Tamil Nadu,Chennai,600088,1,0,0
02-01-2026,Tamil Nadu,Chennai,600092,3,1,0
02-01-2026,Tamil Nadu,Chennai,600112,1,0,0
02-01-2026,Tamil Nadu,Chennai,600117,1,1,0
03-01-2026,Tamil Nadu,Chennai,600083,1,0,0
03-01-2026,Tamil Nadu,Chennai,600129,0,1,0
09-06-2025,Tamil Nadu,Chennai,600001,4,5,0
09-06-2025,Tamil Nadu,Chennai,600014,4,1,0
09-06-2025,Tamil Nadu,Chennai,600017,2,1,0
09-06-2025,Tamil Nadu,Chennai,600021,3,5,1
09-06-2025,Tamil Nadu,Chennai,600030,1,1,0
09-06-2025,Tamil Nadu,Chennai,600040,2,1,1
09-06-2025,Tamil Nadu,Chennai,600081,3,2,0
09-06-2025,Tamil Nadu,Chennai,600082,5,0,0
09-06-2025,Tamil Nadu,Chennai,600107,1,2,0
09-06-2025,Tamil Nadu,Chennai,600113,1,0,0
09-06-2025,Tamil Nadu,Chennai,600116,0,1,0
09-06-2025,Tamil Nadu,Chennai,600119,3,0,1
10-06-2025,Tamil Nadu,Chennai,600005,2,2,0
10-06-2025,Tamil Nadu,Chennai,600007,1,1,0
10-06-2025,Tamil Nadu,Chennai,600011,5,4,0
10-06-2025,Tamil Nadu,Chennai,600012,7,8,0
10-06-2025,Tamil Nadu,Chennai,600028,1,4,0
10-06-2025,Tamil Nadu,Chennai,600039,5,3,0
10-06-2025,Tamil Nadu,Chennai,600042,2,0,0
10-06-2025,Tamil Nadu,Chennai,600078,3,2,0
10-06-2025,Tamil Nadu,Chennai,600084,0,1,0
10-06-2025,Tamil Nadu,Chennai,600091,2,2,0
10-06-2025,Tamil Nadu,Chennai,600096,0,1,0
10-06-2025,Tamil Nadu,Chennai,600119,1,3,0
11-06-2025,Tamil Nadu,Chennai,600006,1,0,0
11-06-2025,Tamil Nadu,Chennai,600007,1,0,0
11-06-2025,Tamil Nadu,Chennai,600010,3,1,0
11-06-2025,Tamil Nadu,Chennai,600011,4,0,0
11-06-2025,Tamil Nadu,Chennai,600017,6,0,0
11-06-2025,Tamil Nadu,Chennai,600039,2,4,0
11-06-2025,Tamil Nadu,Chennai,600041,2,0,0
11-06-2025,Tamil Nadu,Chennai,600042,3,3,0
11-06-2025,Tamil Nadu,Chennai,600049,1,1,0
12-06-2025,Tamil Nadu,Chennai,600011,6,1,0
12-06-2025,Tamil Nadu,Chennai,600023,0,1,0
12-06-2025,Tamil Nadu,Chennai,600028,2,1,0
12-06-2025,Tamil Nadu,Chennai,600029,1,2,0
12-06-2025,Tamil Nadu,Chennai,600049,2,0,0
12-06-2025,Tamil Nadu,Chennai,600106,1,1,0
13-06-2025,Tamil Nadu,Chennai,600008,1,0,0
13-06-2025,Tamil Nadu,Chennai,600009,1,0,0
13-06-2025,Tamil Nadu,Chennai,600013,0,1,0
13-06-2025,Tamil Nadu,Chennai,600015,6,1,0
13-06-2025,Tamil Nadu,Chennai,600024,4,0,0
13-06-2025,Tamil Nadu,Chennai,600034,1,0,0
13-06-2025,Tamil Nadu,Chennai,600036,1,0,0
13-06-2025,Tamil Nadu,Chennai,600081,2,2,0
13-06-2025,Tamil Nadu,Chennai,600085,0,2,0
13-06-2025,Tamil Nadu,Chennai,600096,1,0,0
13-06-2025,Tamil Nadu,Chennai,600097,2,0,0
15-06-2025,Tamil Nadu,Chennai,600026,1,0,0
15-06-2025,Tamil Nadu,Chennai,600083,0,1,0
15-06-2025,Tamil Nadu,Chennai,600107,0,1,0
16-06-2025,Tamil Nadu,Chennai,600012,8,1,0
16-06-2025,Tamil Nadu,Chennai,600014,1,0,0
16-06-2025,Tamil Nadu,Chennai,600023,0,4,0
16-06-2025,Tamil Nadu,Chennai,600030,1,0,0
16-06-2025,Tamil Nadu,Chennai,600031,0,1,0
16-06-2025,Tamil Nadu,Chennai,600032,2,2,0
16-06-2025,Tamil Nadu,Chennai,600033,1,2,0
16-06-2025,Tamil Nadu,Chennai,600039,5,0,0
16-06-2025,Tamil Nadu,Chennai,600083,4,1,0
16-06-2025,Tamil Nadu,Chennai,600084,1,0,0
14-06-2025,Tamil Nadu,Chennai,600001,1,6,0
14-06-2025,Tamil Nadu,Chennai,600017,4,1,1
14-06-2025,Tamil Nadu,Chennai,600061,0,1,0
14-06-2025,Tamil Nadu,Chennai,600113,0,1,0
18-06-2025,Tamil Nadu,Chennai,600078,1,0,0
18-06-2025,Tamil Nadu,Chennai,600082,4,4,0
18-06-2025,Tamil Nadu,Chennai,600100,0,3,0
19-06-2025,Tamil Nadu,Chennai,600002,1,1,0
19-06-2025,Tamil Nadu,Chennai,600008,0,1,0
19-06-2025,Tamil Nadu,Chennai,600011,2,4,0
19-06-2025,Tamil Nadu,Chennai,600017,3,1,0
19-06-2025,Tamil Nadu,Chennai,600039,5,3,0
19-06-2025,Tamil Nadu,Chennai,600041,2,2,0
19-06-2025,Tamil Nadu,Chennai,600081,3,3,0
19-06-2025,Tamil Nadu,Chennai,600086,1,0,0
19-06-2025,Tamil Nadu,Chennai,600092,1,1,0
19-06-2025,Tamil Nadu,Chennai,600093,1,0,0
19-06-2025,Tamil Nadu,Chennai,600096,0,1,0
19-06-2025,Tamil Nadu,Chennai,600106,2,0,0
17-06-2025,Tamil Nadu,Chennai,600013,4,4,0
17-06-2025,Tamil Nadu,Chennai,600014,2,1,0
17-06-2025,Tamil Nadu,Chennai,600024,1,0,0
17-06-2025,Tamil Nadu,Chennai,600036,0,0,2
17-06-2025,Tamil Nadu,Chennai,600041,1,1,0
17-06-2025,Tamil Nadu,Chennai,600042,4,0,0
17-06-2025,Tamil Nadu,Chennai,600082,4,1,0
17-06-2025,Tamil Nadu,Chennai,600084,1,0,0
17-06-2025,Tamil Nadu,Chennai,600092,3,0,0
17-06-2025,Tamil Nadu,Chennai,600096,1,1,0
17-06-2025,Tamil Nadu,Chennai,600119,0,1,0
17-06-2025,Tamil Nadu,Chennai,600129,1,0,0
01-07-2025,Tamil Nadu,Chennai,600115,58,40,10
03-09-2025,Tamil Nadu,Chennai,600002,2,0,0
03-09-2025,Tamil Nadu,Chennai,600004,0,1,0
03-09-2025,Tamil Nadu,Chennai,600005,6,3,0
03-09-2025,Tamil Nadu,Chennai,600011,2,1,0
03-09-2025,Tamil Nadu,Chennai,600017,4,0,0
03-09-2025,Tamil Nadu,Chennai,600018,1,0,0
03-09-2025,Tamil Nadu,Chennai,600023,4,1,0
03-09-2025,Tamil Nadu,Chennai,600040,2,0,0
03-09-2025,Tamil Nadu,Chennai,600092,2,1,0
03-09-2025,Tamil Nadu,Chennai,600107,2,0,0
03-09-2025,Tamil Nadu,Chennai,600112,1,1,0
02-09-2025,Tamil Nadu,Chennai,600001,5,1,0
02-09-2025,Tamil Nadu,Chennai,600004,8,0,0
02-09-2025,Tamil Nadu,Chennai,600006,0,1,0
02-09-2025,Tamil Nadu,Chennai,600015,1,1,0
02-09-2025,Tamil Nadu,Chennai,600032,1,0,0
02-09-2025,Tamil Nadu,Chennai,600033,1,0,0
02-09-2025,Tamil Nadu,Chennai,600039,6,1,0
02-09-2025,Tamil Nadu,Chennai,600058,1,0,0
02-09-2025,Tamil Nadu,Chennai,600085,1,0,0
02-09-2025,Tamil Nadu,Chennai,600092,1,2,0
02-09-2025,Tamil Nadu,Chennai,600112,2,0,0
02-09-2025,Tamil Nadu,Chennai,600119,1,2,0
02-09-2025,Tamil Nadu,Chennai,600129,1,0,0
01-09-2025,Tamil Nadu,Chennai,600001,4,2,0
01-09-2025,Tamil Nadu,Chennai,600014,3,2,0
01-09-2025,Tamil Nadu,Chennai,600028,2,0,0
01-09-2025,Tamil Nadu,Chennai,600093,1,0,0
01-09-2025,Tamil Nadu,Chennai,600107,3,0,0
01-09-2025,Tamil Nadu,Chennai,600119,3,1,0
01-09-2025,Tamil Nadu,Chennai,600129,0,2,0
06-09-2025,Tamil Nadu,Chennai,600007,2,2,0
06-09-2025,Tamil Nadu,Chennai,600011,4,1,0
06-09-2025,Tamil Nadu,Chennai,600012,3,3,0
06-09-2025,Tamil Nadu,Chennai,600013,4,2,0
06-09-2025,Tamil Nadu,Chennai,600021,9,0,0
06-09-2025,Tamil Nadu,Chennai,600023,2,1,0
06-09-2025,Tamil Nadu,Chennai,600039,6,2,0
06-09-2025,Tamil Nadu,Chennai,600042,3,3,0
06-09-2025,Tamil Nadu,Chennai,600078,3,0,0
06-09-2025,Tamil Nadu,Chennai,600092,0,1,0
06-09-2025,Tamil Nadu,Chennai,600119,1,4,0
05-09-2025,Tamil Nadu,Chennai,600001,1,2,0
05-09-2025,Tamil Nadu,Chennai,600015,1,0,0
05-09-2025,Tamil Nadu,Chennai,600016,1,2,0
05-09-2025,Tamil Nadu,Chennai,600029,0,1,0
05-09-2025,Tamil Nadu,Chennai,600082,1,0,0
05-09-2025,Tamil Nadu,Chennai,600107,2,0,0
04-09-2025,Tamil Nadu,Chennai,600002,8,1,0
04-09-2025,Tamil Nadu,Chennai,600007,2,0,0
04-09-2025,Tamil Nadu,Chennai,600017,2,1,0
04-09-2025,Tamil Nadu,Chennai,600020,1,2,0
04-09-2025,Tamil Nadu,Chennai,600029,3,0,0
04-09-2025,Tamil Nadu,Chennai,600083,1,0,0
04-09-2025,Tamil Nadu,Chennai,600113,1,0,0
04-09-2025,Tamil Nadu,Chennai,600125,1,0,0
04-09-2025,Tamil Nadu,Chennai,600129,1,0,0
07-09-2025,Tamil Nadu,Chennai,600012,1,0,0
07-09-2025,Tamil Nadu,Chennai,600092,1,0,0
07-09-2025,Tamil Nadu,Chennai,600116,1,0,0
09-09-2025,Tamil Nadu,Chennai,600003,2,1,0
09-09-2025,Tamil Nadu,Chennai,600005,7,1,0
09-09-2025,Tamil Nadu,Chennai,600024,0,1,0
09-09-2025,Tamil Nadu,Chennai,600042,2,4,0
09-09-2025,Tamil Nadu,Chennai,600097,1,0,0
09-09-2025,Tamil Nadu,Chennai,600107,1,0,0
09-09-2025,Tamil Nadu,Chennai,600118,9,0,0
08-09-2025,Tamil Nadu,Chennai,600002,3,0,0
08-09-2025,Tamil Nadu,Chennai,600009,0,1,0
08-09-2025,Tamil Nadu,Chennai,600028,2,1,1
08-09-2025,Tamil Nadu,Chennai,600031,1,0,0
08-09-2025,Tamil Nadu,Chennai,600034,1,2,0
08-09-2025,Tamil Nadu,Chennai,600081,7,2,0
08-09-2025,Tamil Nadu,Chennai,600084,1,0,0
08-09-2025,Tamil Nadu,Chennai,600085,1,0,0
08-09-2025,Tamil Nadu,Chennai,600100,2,1,0
08-09-2025,Tamil Nadu,Chennai,600106,1,1,0
08-09-2025,Tamil Nadu,Chennai,600113,4,0,0
10-09-2025,Tamil Nadu,Chennai,600002,1,1,0
10-09-2025,Tamil Nadu,Chennai,600007,0,1,0
10-09-2025,Tamil Nadu,Chennai,600011,3,0,0
10-09-2025,Tamil Nadu,Chennai,600014,1,0,0
10-09-2025,Tamil Nadu,Chennai,600017,2,0,0
10-09-2025,Tamil Nadu,Chennai,600024,2,0,0
10-09-2025,Tamil Nadu,Chennai,600032,1,2,0
10-09-2025,Tamil Nadu,Chennai,600081,3,0,0
10-09-2025,Tamil Nadu,Chennai,600102,0,1,0
11-09-2025,Tamil Nadu,Chennai,600005,3,0,0
11-09-2025,Tamil Nadu,Chennai,600014,1,1,0
11-09-2025,Tamil Nadu,Chennai,600017,1,0,0
11-09-2025,Tamil Nadu,Chennai,600021,4,1,0
11-09-2025,Tamil Nadu,Chennai,600053,1,0,0
11-09-2025,Tamil Nadu,Chennai,600082,5,0,0
11-09-2025,Tamil Nadu,Chennai,600084,1,0,0
11-09-2025,Tamil Nadu,Chennai,600093,1,0,0
11-09-2025,Tamil Nadu,Chennai,600106,1,0,0
11-09-2025,Tamil Nadu,Chennai,600116,1,0,0
11-09-2025,Tamil Nadu,Chennai,600117,1,0,0
11-09-2025,Tamil Nadu,Chennai,600118,7,4,0
14-09-2025,Tamil Nadu,Chennai,600091,0,1,0
14-09-2025,Tamil Nadu,Chennai,600118,0,1,0
12-09-2025,Tamil Nadu,Chennai,600004,6,1,0
12-09-2025,Tamil Nadu,Chennai,600023,2,0,0
12-09-2025,Tamil Nadu,Chennai,600024,1,0,0
12-09-2025,Tamil Nadu,Chennai,600032,3,1,0
12-09-2025,Tamil Nadu,Chennai,600040,2,0,0
12-09-2025,Tamil Nadu,Chennai,600041,2,1,0
12-09-2025,Tamil Nadu,Chennai,600042,9,5,0
12-09-2025,Tamil Nadu,Chennai,600081,4,0,0
12-09-2025,Tamil Nadu,Chennai,600083,1,0,0
12-09-2025,Tamil Nadu,Chennai,600118,6,1,0
13-09-2025,Tamil Nadu,Chennai,600011,1,2,0
13-09-2025,Tamil Nadu,Chennai,600012,6,3,0
13-09-2025,Tamil Nadu,Chennai,600017,4,2,0
13-09-2025,Tamil Nadu,Chennai,600023,1,1,0
13-09-2025,Tamil Nadu,Chennai,600024,7,0,0
13-09-2025,Tamil Nadu,Chennai,600083,1,1,0
13-09-2025,Tamil Nadu,Chennai,600097,4,2,0
13-09-2025,Tamil Nadu,Chennai,600106,2,0,0
16-09-2025,Tamil Nadu,Chennai,600005,4,1,0
16-09-2025,Tamil Nadu,Chennai,600010,1,1,0
16-09-2025,Tamil Nadu,Chennai,600014,4,0,0
16-09-2025,Tamil Nadu,Chennai,600018,1,2,0
16-09-2025,Tamil Nadu,Chennai,600026,1,1,0
16-09-2025,Tamil Nadu,Chennai,600039,7,0,0
16-09-2025,Tamil Nadu,Chennai,600061,1,0,0
16-09-2025,Tamil Nadu,Chennai,600081,2,0,0
16-09-2025,Tamil Nadu,Chennai,600093,0,1,0
16-09-2025,Tamil Nadu,Chennai,600097,1,0,0
16-09-2025,Tamil Nadu,Chennai,600100,0,2,0
16-09-2025,Tamil Nadu,Chennai,600102,0,1,0
16-09-2025,Tamil Nadu,Chennai,600119,2,1,0
17-09-2025,Tamil Nadu,Chennai,600003,1,2,0
17-09-2025,Tamil Nadu,Chennai,600004,5,0,1
17-09-2025,Tamil Nadu,Chennai,600017,3,1,0
17-09-2025,Tamil Nadu,Chennai,600018,1,0,1
17-09-2025,Tamil Nadu,Chennai,600029,1,0,0
17-09-2025,Tamil Nadu,Chennai,600038,2,0,0
17-09-2025,Tamil Nadu,Chennai,600041,6,0,0
17-09-2025,Tamil Nadu,Chennai,600042,2,1,0
17-09-2025,Tamil Nadu,Chennai,600078,2,0,0
17-09-2025,Tamil Nadu,Chennai,600113,2,1,0
17-09-2025,Tamil Nadu,Chennai,600118,6,0,0
15-09-2025,Tamil Nadu,Chennai,600004,1,1,0
15-09-2025,Tamil Nadu,Chennai,600021,7,1,0
15-09-2025,Tamil Nadu,Chennai,600029,1,0,0
15-09-2025,Tamil Nadu,Chennai,600042,2,0,0
15-09-2025,Tamil Nadu,Chennai,600107,1,0,0
15-09-2025,Tamil Nadu,Chennai,600113,1,0,0
19-09-2025,Tamil Nadu,Chennai,600006,1,0,0
19-09-2025,Tamil Nadu,Chennai,600011,3,0,0
19-09-2025,Tamil Nadu,Chennai,600014,3,0,0
19-09-2025,Tamil Nadu,Chennai,600015,2,3,0
19-09-2025,Tamil Nadu,Chennai,600020,2,1,0
19-09-2025,Tamil Nadu,Chennai,600090,0,1,0
19-09-2025,Tamil Nadu,Chennai,600092,2,1,0
18-09-2025,Tamil Nadu,Chennai,600004,4,0,0
18-09-2025,Tamil Nadu,Chennai,600012,3,1,0
18-09-2025,Tamil Nadu,Chennai,600014,1,0,0
18-09-2025,Tamil Nadu,Chennai,600039,1,1,0
18-09-2025,Tamil Nadu,Chennai,600081,3,0,0
18-09-2025,Tamil Nadu,Chennai,600086,2,0,0
18-09-2025,Tamil Nadu,Chennai,600092,3,0,0
18-09-2025,Tamil Nadu,Chennai,600097,4,1,0
