month,state,district,pincode,total_enrolments,enrolments_mom_growth,rolling_3m_avg,enrolment_share_district,enrolment_share_state
2025-10-01,Tamil Nadu,Chennai,600008,11,57.14285714285714,8.0,0.5661348430262481,0.5661348430262481
2025-11-01,Tamil Nadu,Chennai,600008,6,-45.45454545454546,8.0,0.20325203252032523,0.20325203252032523
2025-12-01,Tamil Nadu,Chennai,600008,9,50.0,8.666666666666666,0.5139920045688178,0.5139920045688178
2025-06-01,Tamil Nadu,Chennai,600009,3,0.0,3.0,0.1928020565552699,0.1928020565552699
2025-09-01,Tamil Nadu,Chennai,600009,5,66.66666666666667,4.0,0.15842839036755385,0.15842839036755385
2025-10-01,Tamil Nadu,Chennai,600009,5,0.0,4.333333333333333,0.2573340195573855,0.2573340195573855
2025-11-01,Tamil Nadu,Chennai,600009,3,-40.0,4.333333333333333,0.10162601626016261,0.10162601626016261
2026-01-01,Tamil Nadu,Chennai,600009,2,-33.333333333333336,3.3333333333333335,0.30349013657056145,0.30349013657056145
2025-06-01,Tamil Nadu,Chennai,600010,18,0.0,18.0,1.1568123393316194,1.1568123393316194
2025-09-01,Tamil Nadu,Chennai,600010,48,166.66666666666666,33.0,1.520912547528517,1.520912547528517
2025-10-01,Tamil Nadu,Chennai,600010,29,-39.583333333333336,31.666666666666668,1.4925373134328357,1.4925373134328357
2025-11-01,Tamil Nadu,Chennai,600010,40,37.93103448275863,39.0,1.3550135501355014,1.3550135501355014
2025-12-01,Tamil Nadu,Chennai,600010,21,-47.5,30.0,1.1993146773272416,1.1993146773272416
2026-01-01,Tamil Nadu,Chennai,600010,11,-47.61904761904761,24.0,1.669195751138088,1.669195751138088
2025-06-01,Tamil Nadu,Chennai,600011,50,0.0,50.0,3.2133676092544987,3.2133676092544987
2025-09-01,Tamil Nadu,Chennai,600011,59,17.999999999999993,54.5,1.8694550063371358,1.8694550063371358
2025-10-01,Tamil Nadu,Chennai,600011,44,-25.423728813559322,51.0,2.2645393721049922,2.2645393721049922
2025-11-01,Tamil Nadu,Chennai,600011,51,15.909090909090917,51.333333333333336,1.7276422764227644,1.7276422764227644
2025-12-01,Tamil Nadu,Chennai,600011,47,-7.843137254901967,47.333333333333336,2.6841804683038264,2.6841804683038264
2026-01-01,Tamil Nadu,Chennai,600011,13,-72.34042553191489,37.0,1.9726858877086493,1.9726858877086493
2025-06-01,Tamil Nadu,Chennai,600012,100,0.0,100.0,6.426735218508997,6.426735218508997
2025-09-01,Tamil Nadu,Chennai,600012,166,65.99999999999999,133.0,5.259822560202789,5.259822560202789
2025-10-01,Tamil Nadu,Chennai,600012,138,-16.867469879518072,134.66666666666666,7.102418939783838,7.102418939783838
2025-11-01,Tamil Nadu,Chennai,600012,165,19.565217391304344,156.33333333333334,5.589430894308943,5.589430894308943
2025-12-01,Tamil Nadu,Chennai,600012,78,-52.727272727272734,127.0,4.454597372929754,4.454597372929754
2026-01-01,Tamil Nadu,Chennai,600012,35,-55.12820512820513,92.66666666666667,5.311077389984825,5.311077389984825
2025-06-01,Tamil Nadu,Chennai,600013,27,0.0,27.0,1.7352185089974295,1.7352185089974295
2025-09-01,Tamil Nadu,Chennai,600013,59,118.5185185185185,43.0,1.8694550063371358,1.8694550063371358
2025-10-01,Tamil Nadu,Chennai,600013,31,-47.45762711864406,39.0,1.59547092125579,1.59547092125579
2025-11-01,Tamil Nadu,Chennai,600013,57,83.87096774193547,49.0,1.9308943089430894,1.9308943089430894
2025-12-01,Tamil Nadu,Chennai,600013,42,-26.315789473684216,43.333333333333336,2.3986293546544832,2.3986293546544832
2026-01-01,Tamil Nadu,Chennai,600013,9,-78.57142857142857,36.0,1.3657056145675266,1.3657056145675266
2025-06-01,Tamil Nadu,Chennai,600014,28,0.0,28.0,1.7994858611825193,1.7994858611825193
2025-09-01,Tamil Nadu,Chennai,600014,66,135.71428571428572,47.0,2.091254752851711,2.091254752851711
2025-10-01,Tamil Nadu,Chennai,600014,44,-33.333333333333336,46.0,2.2645393721049922,2.2645393721049922
2025-11-01,Tamil Nadu,Chennai,600014,49,11.363636363636353,53.0,1.6598915989159893,1.6598915989159893
2025-12-01,Tamil Nadu,Chennai,600014,36,-26.530612244897956,43.0,2.055968018275271,2.055968018275271
2026-01-01,Tamil Nadu,Chennai,600014,18,-50.0,34.333333333333336,2.731411229135053,2.731411229135053
2025-06-01,Tamil Nadu,Chennai,600015,51,0.0,51.0,3.2776349614395883,3.2776349614395883
2025-09-01,Tamil Nadu,Chennai,600015,75,47.058823529411775,63.0,2.376425855513308,2.376425855513308
2025-10-01,Tamil Nadu,Chennai,600015,41,-45.333333333333336,55.666666666666664,2.110138960370561,2.110138960370561
2025-11-01,Tamil Nadu,Chennai,600015,73,78.04878048780488,63.0,2.47289972899729,2.47289972899729
2025-12-01,Tamil Nadu,Chennai,600015,31,-57.53424657534247,48.333333333333336,1.770416904625928,1.770416904625928
2026-01-01,Tamil Nadu,Chennai,600015,13,-58.06451612903225,39.0,1.9726858877086493,1.9726858877086493
2025-06-01,Tamil Nadu,Chennai,600016,1,0.0,1.0,0.06426735218508997,0.06426735218508997
2025-09-01,Tamil Nadu,Chennai,600016,6,500.0,3.5,0.19011406844106463,0.19011406844106463
2025-10-01,Tamil Nadu,Chennai,600016,2,-66.66666666666667,3.0,0.1029336078229542,0.1029336078229542
2025-11-01,Tamil Nadu,Chennai,600016,2,0.0,3.3333333333333335,0.06775067750677506,0.06775067750677506
2025-12-01,Tamil Nadu,Chennai,600016,1,-50.0,1.6666666666666667,0.05711022272986865,0.05711022272986865
2026-01-01,Tamil Nadu,Chennai,600016,1,0.0,1.3333333333333333,0.15174506828528073,0.15174506828528073
2025-06-01,Tamil Nadu,Chennai,600017,37,0.0,37.0,2.377892030848329,2.377892030848329
2025-09-01,Tamil Nadu,Chennai,600017,64,72.97297297297298,50.5,2.027883396704689,2.027883396704689
2025-10-01,Tamil Nadu,Chennai,600017,31,-51.5625,44.0,1.59547092125579,1.59547092125579
2025-11-01,Tamil Nadu,Chennai,600017,46,48.38709677419355,47.0,1.5582655826558265,1.5582655826558265
2025-12-01,Tamil Nadu,Chennai,600017,27,-41.30434782608695,34.666666666666664,1.5419760137064535,1.5419760137064535
2026-01-01,Tamil Nadu,Chennai,600017,12,-55.55555555555556,28.333333333333332,1.8209408194233687,1.8209408194233687
2025-06-01,Tamil Nadu,Chennai,600018,16,0.0,16.0,1.0282776349614395,1.0282776349614395
2025-09-01,Tamil Nadu,Chennai,600018,34,112.5,25.0,1.0773130544993663,1.0773130544993663
2025-10-01,Tamil Nadu,Chennai,600018,14,-58.82352941176471,21.333333333333332,0.7205352547606794,0.7205352547606794
2025-11-01,Tamil Nadu,Chennai,600018,31,121.42857142857144,26.333333333333332,1.0501355013550135,1.0501355013550135
2025-12-01,Tamil Nadu,Chennai,600018,20,-35.483870967741936,21.666666666666668,1.1422044545973729,1.1422044545973729
2026-01-01,Tamil Nadu,Chennai,600018,6,-70.0,19.0,0.9104704097116844,0.9104704097116844
2025-06-01,Tamil Nadu,Chennai,600019,2,0.0,2.0,0.12853470437017994,0.12853470437017994
2025-09-01,Tamil Nadu,Chennai,600019,8,300.0,5.0,0.25348542458808615,0.25348542458808615
2025-10-01,Tamil Nadu,Chennai,600019,2,-75.0,4.0,0.1029336078229542,0.1029336078229542
2025-11-01,Tamil Nadu,Chennai,600019,15,650.0,8.333333333333334,0.5081300813008129,0.5081300813008129
2025-12-01,Tamil Nadu,Chennai,600019,7,-53.333333333333336,8.0,0.3997715591090805,0.3997715591090805
2026-01-01,Tamil Nadu,Chennai,600019,3,-57.14285714285714,8.333333333333334,0.4552352048558422,0.4552352048558422
2025-06-01,Tamil Nadu,Chennai,600020,15,0.0,15.0,0.9640102827763496,0.9640102827763496
2025-09-01,Tamil Nadu,Chennai,600020,31,106.66666666666669,23.0,0.982256020278834,0.982256020278834
2025-10-01,Tamil Nadu,Chennai,600020,20,-35.483870967741936,22.0,1.029336078229542,1.029336078229542
2025-11-01,Tamil Nadu,Chennai,600020,31,55.00000000000001,27.333333333333332,1.0501355013550135,1.0501355013550135
2025-12-01,Tamil Nadu,Chennai,600020,19,-38.70967741935484,23.333333333333332,1.0850942318675043,1.0850942318675043
2026-01-01,Tamil Nadu,Chennai,600020,4,-78.94736842105263,18.0,0.6069802731411229,0.6069802731411229
2025-06-01,Tamil Nadu,Chennai,600021,66,0.0,66.0,4.241645244215938,4.241645244215938
2025-09-01,Tamil Nadu,Chennai,600021,137,107.57575757575756,101.5,4.340937896070976,4.340937896070976
2025-10-01,Tamil Nadu,Chennai,600021,88,-35.76642335766424,97.0,4.5290787442099845,4.5290787442099845
2025-11-01,Tamil Nadu,Chennai,600021,140,59.09090909090908,121.66666666666667,4.742547425474255,4.742547425474255
2025-12-01,Tamil Nadu,Chennai,600021,82,-41.42857142857142,103.33333333333333,4.683038263849229,4.683038263849229
2026-01-01,Tamil Nadu,Chennai,600021,28,-65.85365853658536,83.33333333333333,4.24886191198786,4.24886191198786
2025-10-01,Tamil Nadu,Chennai,600022,2,0.0,2.0,0.1029336078229542,0.1029336078229542
2025-12-01,Tamil Nadu,Chennai,600022,2,0.0,2.0,0.1142204454597373,0.1142204454597373
2025-06-01,Tamil Nadu,Chennai,600023,40,0.0,40.0,2.570694087403599,2.570694087403599
2025-09-01,Tamil Nadu,Chennai,600023,74,85.00000000000001,57.0,2.3447401774397973,2.3447401774397973
2025-10-01,Tamil Nadu,Chennai,600023,41,-44.5945945945946,51.666666666666664,2.110138960370561,2.110138960370561
2025-11-01,Tamil Nadu,Chennai,600023,60,46.34146341463414,58.333333333333336,2.0325203252032518,2.0325203252032518
2025-12-01,Tamil Nadu,Chennai,600023,36,-40.0,45.666666666666664,2.055968018275271,2.055968018275271
2026-01-01,Tamil Nadu,Chennai,600023,15,-58.33333333333333,37.0,2.2761760242792106,2.2761760242792106
2025-06-01,Tamil Nadu,Chennai,600024,21,0.0,21.0,1.3496143958868894,1.3496143958868894
2025-09-01,Tamil Nadu,Chennai,600024,40,90.47619047619047,30.5,1.2674271229404308,1.2674271229404308
2025-10-01,Tamil Nadu,Chennai,600024,28,-30.000000000000004,29.666666666666668,1.4410705095213587,1.4410705095213587
2025-11-01,Tamil Nadu,Chennai,600024,48,71.42857142857142,38.666666666666664,1.6260162601626018,1.6260162601626018
2025-12-01,Tamil Nadu,Chennai,600024,25,-47.916666666666664,33.666666666666664,1.4277555682467162,1.4277555682467162
2026-01-01,Tamil Nadu,Chennai,600024,12,-52.0,28.333333333333332,1.8209408194233687,1.8209408194233687
2025-06-01,Tamil Nadu,Chennai,600026,15,0.0,15.0,0.9640102827763496,0.9640102827763496
2025-09-01,Tamil Nadu,Chennai,600026,28,86.66666666666667,21.5,0.8871989860583016,0.8871989860583016
2025-10-01,Tamil Nadu,Chennai,600026,22,-21.42857142857143,21.666666666666668,1.1322696860524961,1.1322696860524961
2025-11-01,Tamil Nadu,Chennai,600026,27,22.72727272727273,25.666666666666668,0.9146341463414633,0.9146341463414633
2025-12-01,Tamil Nadu,Chennai,600026,20,-25.92592592592593,23.0,1.1422044545973729,1.1422044545973729
2026-01-01,Tamil Nadu,Chennai,600026,4,-80.0,17.0,0.6069802731411229,0.6069802731411229
2025-06-01,Tamil Nadu,Chennai,600028,33,0.0,33.0,2.120822622107969,2.120822622107969
2025-07-01,Tamil Nadu,Chennai,600028,130,293.93939393939394,81.5,32.5,32.5
2025-09-01,Tamil Nadu,Chennai,600028,56,-56.92307692307692,73.0,1.7743979721166032,1.7743979721166032
2025-10-01,Tamil Nadu,Chennai,600028,24,-57.14285714285714,70.0,1.2352032938754505,1.2352032938754505
2025-11-01,Tamil Nadu,Chennai,600028,66,175.0,48.666666666666664,2.2357723577235773,2.2357723577235773
2025-12-01,Tamil Nadu,Chennai,600028,44,-33.333333333333336,44.666666666666664,2.5128498001142203,2.5128498001142203
2026-01-01,Tamil Nadu,Chennai,600028,13,-70.45454545454545,41.0,1.9726858877086493,1.9726858877086493
2025-06-01,Tamil Nadu,Chennai,600029,21,0.0,21.0,1.3496143958868894,1.3496143958868894
2025-09-01,Tamil Nadu,Chennai,600029,34,61.904761904761905,27.5,1.0773130544993663,1.0773130544993663
2025-10-01,Tamil Nadu,Chennai,600029,24,-29.411764705882348,26.333333333333332,1.2352032938754505,1.2352032938754505
2025-11-01,Tamil Nadu,Chennai,600029,39,62.5,32.333333333333336,1.321138211382114,1.321138211382114
2025-12-01,Tamil Nadu,Chennai,600029,18,-53.84615384615385,27.0,1.0279840091376355,1.0279840091376355
2026-01-01,Tamil Nadu,Chennai,600029,6,-66.66666666666667,21.0,0.9104704097116844,0.9104704097116844
2025-06-01,Tamil Nadu,Chennai,600030,9,0.0,9.0,0.5784061696658097,0.5784061696658097
2025-09-01,Tamil Nadu,Chennai,600030,21,133.33333333333334,15.0,0.6653992395437262,0.6653992395437262
2025-10-01,Tamil Nadu,Chennai,600030,27,28.57142857142858,19.0,1.3896037056098816,1.3896037056098816
2025-11-01,Tamil Nadu,Chennai,600030,25,-7.4074074074074066,24.333333333333332,0.8468834688346882,0.8468834688346882
2025-12-01,Tamil Nadu,Chennai,600030,18,-28.000000000000004,23.333333333333332,1.0279840091376355,1.0279840091376355
2026-01-01,Tamil Nadu,Chennai,600030,3,-83.33333333333334,15.333333333333334,0.4552352048558422,0.4552352048558422
2025-06-01,Tamil Nadu,Chennai,600031,8,0.0,8.0,0.5141388174807198,0.5141388174807198
2025-09-01,Tamil Nadu,Chennai,600031,8,0.0,8.0,0.25348542458808615,0.25348542458808615
2025-10-01,Tamil Nadu,Chennai,600031,12,50.0,9.333333333333334,0.6176016469377252,0.6176016469377252
2025-11-01,Tamil Nadu,Chennai,600031,11,-8.333333333333337,10.333333333333334,0.37262872628726285,0.37262872628726285
2025-12-01,Tamil Nadu,Chennai,600031,8,-27.27272727272727,10.333333333333334,0.4568817818389492,0.4568817818389492
2026-01-01,Tamil Nadu,Chennai,600031,3,-62.5,7.333333333333333,0.4552352048558422,0.4552352048558422
2025-06-01,Tamil Nadu,Chennai,600032,28,0.0,28.0,1.7994858611825193,1.7994858611825193
2025-09-01,Tamil Nadu,Chennai,600032,55,96.42857142857142,41.5,1.7427122940430924,1.7427122940430924
2025-10-01,Tamil Nadu,Chennai,600032,28,-49.09090909090909,37.0,1.4410705095213587,1.4410705095213587
2025-11-01,Tamil Nadu,Chennai,600032,26,-7.14285714285714,36.333333333333336,0.8807588075880758,0.8807588075880758
2025-12-01,Tamil Nadu,Chennai,600032,24,-7.692307692307687,26.0,1.3706453455168475,1.3706453455168475
2026-01-01,Tamil Nadu,Chennai,600032,5,-79.16666666666666,18.333333333333332,0.7587253414264037,0.7587253414264037
2025-06-01,Tamil Nadu,Chennai,600033,21,0.0,21.0,1.3496143958868894,1.3496143958868894
2025-09-01,Tamil Nadu,Chennai,600033,47,123.80952380952381,34.0,1.4892268694550064,1.4892268694550064
2025-10-01,Tamil Nadu,Chennai,600033,23,-51.06382978723405,30.333333333333332,1.1837364899639733,1.1837364899639733
2025-11-01,Tamil Nadu,Chennai,600033,45,95.65217391304348,38.333333333333336,1.524390243902439,1.524390243902439
2025-12-01,Tamil Nadu,Chennai,600033,24,-46.666666666666664,30.666666666666668,1.3706453455168475,1.3706453455168475
2026-01-01,Tamil Nadu,Chennai,600033,8,-66.66666666666667,25.666666666666668,1.2139605462822458,1.2139605462822458
2025-06-01,Tamil Nadu,Chennai,600034,15,0.0,15.0,0.9640102827763496,0.9640102827763496
2025-09-01,Tamil Nadu,Chennai,600034,38,153.33333333333331,26.5,1.2040557667934093,1.2040557667934093
2025-10-01,Tamil Nadu,Chennai,600034,26,-31.57894736842105,26.333333333333332,1.3381369016984046,1.3381369016984046
2025-11-01,Tamil Nadu,Chennai,600034,24,-7.692307692307687,29.333333333333332,0.8130081300813009,0.8130081300813009
2025-12-01,Tamil Nadu,Chennai,600034,20,-16.666666666666664,23.333333333333332,1.1422044545973729,1.1422044545973729
2026-01-01,Tamil Nadu,Chennai,600034,7,-65.0,17.0,1.062215477996965,1.062215477996965
2025-06-01,Tamil Nadu,Chennai,600035,5,0.0,5.0,0.3213367609254499,0.3213367609254499
2025-09-01,Tamil Nadu,Chennai,600035,16,220.00000000000003,10.5,0.5069708491761723,0.5069708491761723
2025-10-01,Tamil Nadu,Chennai,600035,4,-75.0,8.333333333333334,0.2058672156459084,0.2058672156459084
2025-11-01,Tamil Nadu,Chennai,600035,8,100.0,9.333333333333334,0.27100271002710025,0.27100271002710025
2025-12-01,Tamil Nadu,Chennai,600035,9,12.5,7.0,0.5139920045688178,0.5139920045688178
2025-06-01,Tamil Nadu,Chennai,600036,7,0.0,7.0,0.4498714652956298,0.4498714652956298
2025-09-01,Tamil Nadu,Chennai,600036,4,-42.85714285714286,5.5,0.12674271229404308,0.12674271229404308
2025-10-01,Tamil Nadu,Chennai,600036,1,-75.0,4.0,0.0514668039114771,0.0514668039114771
2025-11-01,Tamil Nadu,Chennai,600036,2,100.0,2.3333333333333335,0.06775067750677506,0.06775067750677506
2025-12-01,Tamil Nadu,Chennai,600036,3,50.0,2.0,0.17133066818960593,0.17133066818960593
2025-06-01,Tamil Nadu,Chennai,600037,1,0.0,1.0,0.06426735218508997,0.06426735218508997
2025-09-01,Tamil Nadu,Chennai,600037,2,100.0,1.5,0.06337135614702154,0.06337135614702154
2025-11-01,Tamil Nadu,Chennai,600037,2,0.0,1.6666666666666667,0.06775067750677506,0.06775067750677506
2025-12-01,Tamil Nadu,Chennai,600037,1,-50.0,1.6666666666666667,0.05711022272986865,0.05711022272986865
2025-06-01,Tamil Nadu,Chennai,600038,2,0.0,2.0,0.12853470437017994,0.12853470437017994
2025-09-01,Tamil Nadu,Chennai,600038,9,350.0,5.5,0.28517110266159695,0.28517110266159695
2025-10-01,Tamil Nadu,Chennai,600038,3,-66.66666666666667,4.666666666666667,0.1544004117344313,0.1544004117344313
2025-11-01,Tamil Nadu,Chennai,600038,6,100.0,6.0,0.20325203252032523,0.20325203252032523
2025-12-01,Tamil Nadu,Chennai,600038,5,-16.666666666666664,4.666666666666667,0.2855511136493432,0.2855511136493432
2026-01-01,Tamil Nadu,Chennai,600038,1,-80.0,4.0,0.15174506828528073,0.15174506828528073
2025-06-01,Tamil Nadu,Chennai,600039,58,0.0,58.0,3.7275064267352187,3.7275064267352187
2025-09-01,Tamil Nadu,Chennai,600039,128,120.6896551724138,93.0,4.055766793409378,4.055766793409378
2025-10-01,Tamil Nadu,Chennai,600039,67,-47.65625,84.33333333333333,3.4482758620689653,3.4482758620689653
2025-11-01,Tamil Nadu,Chennai,600039,111,65.67164179104476,102.0,3.760162601626017,3.760162601626017
2025-12-01,Tamil Nadu,Chennai,600039,59,-46.846846846846844,79.0,3.3695031410622502,3.3695031410622502
2026-01-01,Tamil Nadu,Chennai,600039,13,-77.96610169491525,61.0,1.9726858877086493,1.9726858877086493
2025-06-01,Tamil Nadu,Chennai,600040,32,0.0,32.0,2.056555269922879,2.056555269922879
2025-09-01,Tamil Nadu,Chennai,600040,59,84.375,45.5,1.8694550063371358,1.8694550063371358
2025-10-01,Tamil Nadu,Chennai,600040,28,-52.542372881355924,39.666666666666664,1.4410705095213587,1.4410705095213587
2025-11-01,Tamil Nadu,Chennai,600040,59,110.71428571428572,48.666666666666664,1.9986449864498645,1.9986449864498645
2025-12-01,Tamil Nadu,Chennai,600040,23,-61.01694915254237,36.666666666666664,1.313535122786979,1.313535122786979
2026-01-01,Tamil Nadu,Chennai,600040,13,-43.47826086956522,31.666666666666668,1.9726858877086493,1.9726858877086493
2025-06-01,Tamil Nadu,Chennai,600041,28,0.0,28.0,1.7994858611825193,1.7994858611825193
2025-09-01,Tamil Nadu,Chennai,600041,69,146.42857142857144,48.5,2.1863117870722433,2.1863117870722433
2025-10-01,Tamil Nadu,Chennai,600041,48,-30.434782608695656,48.333333333333336,2.470406587750901,2.470406587750901
2025-11-01,Tamil Nadu,Chennai,600041,55,14.583333333333325,57.333333333333336,1.8631436314363143,1.8631436314363143
2025-12-01,Tamil Nadu,Chennai,600041,28,-49.09090909090909,43.666666666666664,1.599086236436322,1.599086236436322
2026-01-01,Tamil Nadu,Chennai,600041,14,-50.0,32.333333333333336,2.12443095599393,2.12443095599393
2025-06-01,Tamil Nadu,Chennai,600042,50,0.0,50.0,3.2133676092544987,3.2133676092544987
2025-09-01,Tamil Nadu,Chennai,600042,116,131.99999999999997,83.0,3.67553865652725,3.67553865652725
2025-10-01,Tamil Nadu,Chennai,600042,74,-36.206896551724135,80.0,3.808543489449305,3.808543489449305
2025-11-01,Tamil Nadu,Chennai,600042,93,25.67567567567568,94.33333333333333,3.1504065040650406,3.1504065040650406
2025-12-01,Tamil Nadu,Chennai,600042,65,-30.107526881720425,77.33333333333333,3.712164477441462,3.712164477441462
2026-01-01,Tamil Nadu,Chennai,600042,21,-67.6923076923077,59.666666666666664,3.1866464339908953,3.1866464339908953
2025-06-01,Tamil Nadu,Chennai,600049,20,0.0,20.0,1.2853470437017995,1.2853470437017995
2025-09-01,Tamil Nadu,Chennai,600049,38,89.99999999999999,29.0,1.2040557667934093,1.2040557667934093
2025-10-01,Tamil Nadu,Chennai,600049,25,-34.210526315789465,27.666666666666668,1.2866700977869274,1.2866700977869274
2025-11-01,Tamil Nadu,Chennai,600049,40,60.00000000000001,34.333333333333336,1.3550135501355014,1.3550135501355014
2025-12-01,Tamil Nadu,Chennai,600049,11,-72.5,25.333333333333332,0.6282124500285551,0.6282124500285551
2026-01-01,Tamil Nadu,Chennai,600049,9,-18.181818181818176,20.0,1.3657056145675266,1.3657056145675266
2025-10-01,Tamil Nadu,Chennai,600050,3,0.0,3.0,0.1544004117344313,0.1544004117344313
2025-11-01,Tamil Nadu,Chennai,600050,2,-33.333333333333336,2.5,0.06775067750677506,0.06775067750677506
2025-12-01,Tamil Nadu,Chennai,600050,2,0.0,2.3333333333333335,0.1142204454597373,0.1142204454597373
2025-10-01,Tamil Nadu,Chennai,600051,1,0.0,1.0,0.0514668039114771,0.0514668039114771
2026-01-01,Tamil Nadu,Chennai,600051,1,0.0,1.0,0.15174506828528073,0.15174506828528073
2025-09-01,Tamil Nadu,Chennai,600053,2,0.0,2.0,0.06337135614702154,0.06337135614702154
2025-10-01,Tamil Nadu,Chennai,600053,1,-50.0,1.5,0.0514668039114771,0.0514668039114771
2025-11-01,Tamil Nadu,Chennai,600053,5,400.0,2.6666666666666665,0.16937669376693767,0.16937669376693767
2025-12-01,Tamil Nadu,Chennai,600053,3,-40.0,3.0,0.17133066818960593,0.17133066818960593
2025-11-01,Tamil Nadu,Chennai,600057,1,0.0,1.0,0.03387533875338753,0.03387533875338753
